chrom	start	end	gene1	gene2	gene1_strand	gene2_strand	inter_tss_distance	pair_type	orig_start	orig_end	cpg_overlap_fraction	cpg_obs_exp	cpg_gc_pct	H3K4me3_n_present	H3K4me3_frac_present	H3K4me3_mean	H3K4me3_cv	H3K27ac_n_present	H3K27ac_frac_present	H3K27ac_mean	H3K27ac_cv	H3K27me3_n_absent	H3K27me3_frac_absent	H3K27me3_mean	H3K27me3_cv	H3K9me3_n_absent	H3K9me3_frac_absent	H3K9me3_mean	H3K9me3_cv	meth_mean	meth_cv	meth_n_hypo	meth_frac_hypo	DNase_mean	DNase_cv	DNase_n_present	DNase_frac_present	H3K9ac_mean	H3K9ac_cv	H3K36me3_mean	H3K36me3_cv	repliseq_mean	CTCF_n_peaks	mahalanobis_dist	mahalanobis_score	cosine_sim	cosine_score	percentile_score	composite_score	composite_rank
chr9	113221139	113221778	FKBP15	SLC31A1	-	+	85	divergent_classic	113221458	113221543	1.0	64.5	60.0	11	1.0	25.87826077899073	0.6016280633149248	11	1.0	9.934300356348432	0.5847955529362467	11	1.0	0.36460650335383793	0.763569262359193	11	1.0	0.17587179943321013	0.6174865922726633	1.300463521978371	0.4332572390173745	6	1.0	1.9075293398175646	0.2710483604396886	11	1.0	17.593701610925354	0.7752825802193748	0.26294607832669564	0.8741869790592085	14.5	0	3.7122905177045	0.5647363654377742	0.0	0.0	0.48502946329033286	0.3714033851622095	430
chr10	123008242	123009381	IKZF5	ACADSB	-	+	166	divergent_classic	123008812	123008978	1.0	64.1	88.0	11	1.0	37.784127801087415	0.6082745480301637	11	1.0	11.155698960925546	0.5595199978209819	11	1.0	0.5938453694406035	0.7243464565374554	11	1.0	0.41164459181567065	0.7188464882010045	1.3084208944013345	0.5850920776303575	6	1.0	1.1242779052905487	0.4323615104942982	11	1.0	23.102596370287756	0.5236204488585696	0.3841260648942315	0.7606730842826499	6.333333333333333	0	3.6098009594024743	0.5807342657547354	0.0	0.0	0.4636088549132027	0.37137636277585495	431
chr2	37083929	37084750	HEATR5B	GPATCH11	-	+	145	divergent_classic	37084372	37084517	1.0	62.2	72.0	11	1.0	33.22263856346587	0.5881982190395117	9	0.8181818181818182	7.943317964958274	0.6456080790670095	11	1.0	0.4646907545369862	0.9611361040727342	11	1.0	0.31368685013803344	0.7038209567554419	1.587410159507259	0.4672869618697004	6	1.0	1.5154753618247752	0.44561717036101717	11	1.0	14.588974341614998	0.46573130392990186	0.5928488092306144	0.799321767484824	19.0	0	3.541807026367874	0.5913476412133374	0.0	0.0	0.44903647077560116	0.3712499977180153	432
chr22	49918120	49918651	CRELD2	ALG12	+	-	272	divergent_overlapping	49918166	49918438	1.0	60.6	54.0	11	1.0	18.766620694288875	0.5539008979919945	11	1.0	12.050350826346937	0.4778813107424038	10	0.9090909090909092	0.5548655171913554	1.0966107122233075	11	1.0	0.15950686421718416	1.7304560544288756	1.3548820558526442	0.8831680027660651	6	1.0	2.148846854822335	0.5682905520114278	11	1.0	19.155574899679774	0.47276991395906354	0.19554346237325887	1.4220498342963626	22.714375392341495	1	3.3266536475482784	0.6249315727302445	0.0	0.0	0.4024526198439243	0.3707084150452751	433
chr11	61792435	61793077	TMEM258	FEN1	-	+	108	divergent_classic	61792802	61792910	1.0	65.9	56.0	11	1.0	34.311393730743724	0.49824323700526535	11	1.0	43.65632201507343	0.6281223687567136	11	1.0	0.4436454332320842	1.0880669914807652	11	1.0	0.2764591558479428	0.7100937350585189	0.6335890576635305	0.8019031774918465	6	1.0	1.5080567285579927	0.21256867694121895	11	1.0	47.96050630290293	0.490199376759765	0.2585749975549797	1.0037319570037504	18.84994807892004	1	4.121688277366552	0.5008322501545364	0.0	0.0	0.5670488931358497	0.3704475680025695	434
chr8	17246555	17247354	CNOT7	VPS37A	-	+	52	divergent_classic	17246878	17246930	1.0	65.1	73.0	11	1.0	34.850680609883334	0.7469306069085154	11	1.0	14.382849438531673	0.6033185609977917	10	0.9090909090909092	0.6529870979267206	1.2496360172113616	11	1.0	0.18940446403069036	1.1709733241921891	1.674758834479935	0.4921104370383845	6	1.0	1.039824646341745	0.3228742719578404	11	1.0	19.758730812208153	0.4684788838845248	0.4723717552562164	0.7154862524502187	20.333333333333332	1	3.7416496781109423	0.5601536066733366	0.0	0.0	0.48773690078037907	0.37038251290344837	435
chr16	70523186	70523790	COG4	SF3B3	-	+	230	divergent_classic	70523560	70523790	0.6572847682119205	60.2	30.0	11	1.0	31.475582371315706	0.5315261806707071	11	1.0	16.916204864374013	0.5742451111438281	10	0.9090909090909092	0.6904274131452316	0.9687415687009517	11	1.0	0.25058610686809796	0.8956185304203317	1.0273065476190475	0.6502688509872939	6	1.0	0.8775402777870327	0.33595228405363947	11	1.0	23.306464179439317	0.42161352621686726	0.3649851722370279	0.9095740939773327	7.2530353200883	0	3.5123224751372346	0.5959499726048737	0.0	0.0	0.43868450390189523	0.36998534021251805	436
chr15	42548264	42548918	LRRC57	HAUS2	-	+	25	divergent_classic	42548802	42548827	1.0	68.2	68.0	11	1.0	41.90993290805207	0.49757437862026693	11	1.0	12.916290497601848	0.6224700944514459	11	1.0	0.6877966027541845	0.5570224698038361	11	1.0	0.48820545514243263	0.5208062105707207	1.1143522223704296	0.724501118289373	6	1.0	1.0601688969970446	0.559464748346995	11	1.0	21.347616459243255	0.351426128996349	0.2617618610611125	0.8152153328910429	20.5	1	3.8284143513349256	0.5466102504888894	0.0	0.0	0.5041407867494824	0.3698863362204005	437
chr9	108933790	108934676	ELP1	ABITRAM	-	+	71	divergent_classic	108934328	108934399	1.0	63.7	83.0	11	1.0	30.48081969397417	0.5333145584213415	11	1.0	12.535743408858751	0.5559607496497245	11	1.0	0.342543495741786	0.8560877054772736	11	1.0	0.3168857445024123	0.8306224949606124	0.7916352556348208	0.6403169901087599	6	1.0	1.1557674208456503	0.2988716226190795	11	1.0	17.430412265290155	0.4256696576334405	0.2576747940867743	0.8450953876044562	6.800037622272385	1	3.8101928736353257	0.5494544951972811	0.0	0.0	0.49984073897117365	0.36973401977026454	438
chr20	32207479	32208038	PLAGL2	POFUT1	-	+	111	divergent_classic	32207743	32207854	1.0	80.0	87.0	11	1.0	21.92196024970168	0.47019850743728653	10	0.9090909090909092	8.515332029554385	0.7334519662679776	11	1.0	0.3928882018089514	0.8218763375642616	11	1.0	0.20020281314427005	1.0221333727837747	14.605675239248564	2.386964658320743	6	0.8571428571428571	2.0229120458070806	1.0382723346353342	11	1.0	25.022474972986103	0.5211120714217304	0.1740001562936148	0.8619737690579662	14.339296362552176	1	3.91587811607444	0.5329577710282452	0.0680056123778221	0.0972327336543275	0.42403248924988063	0.3695626752825605	439
chr5	31532003	31532430	DROSHA	C5orf22	-	+	90	divergent_classic	31532196	31532286	1.0	63.0	42.0	11	1.0	20.687528683059593	0.39606227592096804	11	1.0	6.214514060818982	0.541198669834567	11	1.0	0.22456459911396995	2.002529019315974	11	1.0	0.20404716957570315	0.7718231280974153	0.9233174081035922	0.9136356000294796	6	1.0	2.0241262610190365	0.30622251017344776	11	1.0	10.385044568839033	0.454656688343415	0.12566552700287284	1.030218256174755	13.166666666666666	1	3.7958275137441206	0.5516968269954095	0.03326826064827526	0.047566131877247966	0.4484790571747094	0.369492287513751	440
chr11	65121664	65122459	FAU	MRPL49	-	+	5	divergent_classic	65122177	65122182	1.0	62.6	70.0	11	1.0	39.217852735787496	0.5149328629605567	11	1.0	17.475225177991764	0.5531522133027262	11	1.0	0.5237333631075881	1.0636612057533434	11	1.0	0.3931394064928608	0.6630051200860307	0.9252343527051696	0.4918702656467475	6	1.0	1.0862529201284177	0.2674354887708354	11	1.0	29.017094288551608	0.4642215060606366	0.6784292393646765	0.5942131659264926	6.0	0	3.9646503065757988	0.5253447745941962	0.0	0.0	0.5310559006211181	0.3694546800240139	441
chr17	3667930	3669324	TAX1BP3	EMC6	-	+	132	divergent_classic	3668679	3668811	1.0	69.7	149.0	11	1.0	34.50649255425324	0.5794487471988292	11	1.0	15.623592056712896	0.7987898096816131	11	1.0	0.5187515083995552	0.821616474694429	11	1.0	0.35192377095359256	0.6631102643077458	1.2724179458161888	0.4670609835386777	6	1.0	1.5702782381419689	0.6389129182650062	11	1.0	27.389264270990815	0.5412525303392594	0.40247807889034026	0.8645959427511409	13.23469631755141	1	3.9741055228206963	0.5238688817377217	0.0	0.0	0.532967032967033	0.3694376625851986	442
chr15	88467213	88468001	MRPL46	MRPS11	-	+	62	divergent_classic	88467390	88467452	1.0	60.2	56.0	11	1.0	36.719947532633846	0.5090238384544987	11	1.0	23.10396554590541	0.5509000226809919	11	1.0	0.4968475710806047	0.8795042383099433	11	1.0	0.4125771942498988	1.0313514407210507	0.8598212063017887	0.7362497740884215	6	1.0	1.072991145924198	0.30975420196969583	11	1.0	25.967567815057045	0.38654877536644017	0.22675182992722334	0.7618623641294764	17.0	1	3.7570327489542548	0.5577524173424699	0.0	0.0	0.4871794871794871	0.36925481309083413	443
chr15	49620788	49621285	FAM227B	DTWD1	-	+	107	divergent_classic	49620929	49621036	1.0	68.6	54.0	11	1.0	22.260958664703352	0.4414870492668382	11	1.0	13.320402683883417	0.6459426828456061	11	1.0	0.26128323421415545	1.1122700533467291	11	1.0	0.56104416091557	0.7919902574848883	1.1695721361551108	0.7126895556751072	6	1.0	1.8189782955328921	0.35816373211349845	11	1.0	18.43875651723448	0.38230705123694303	0.1808808957835929	1.2343661454141046	18.333333333333332	2	3.693949274433455	0.5675993047108134	0.0	0.0	0.4731645166427775	0.36898907687715865	444
chr18	36828595	36829326	KIAA1328	TPGS2	+	-	111	divergent_overlapping	36829105	36829216	1.0	69.6	87.0	11	1.0	31.163532006976574	0.43591162823927804	11	1.0	10.089896030316611	0.6836749862281001	10	0.9090909090909092	0.5533721837990012	1.3448838303445727	11	1.0	0.5317130196932347	1.166392748471226	0.5599230237731607	0.5710867684884462	6	1.0	1.0973734439531229	0.5649659046596188	11	1.0	14.957583142321404	0.44550647245721353	0.24200066650936297	0.573233735183989	20.6	2	3.6735851493482365	0.5707780016293366	0.0	0.0	0.4687052078356426	0.36892276300242743	445
chr14	50311962	50312826	L2HGDH	DMAC2L	-	+	94	divergent_classic	50312229	50312323	1.0	63.9	84.0	11	1.0	26.96060769516597	0.8366677910460157	11	1.0	11.808442722700873	0.39539504053882263	11	1.0	0.36562494057033096	0.9024265528399371	11	1.0	0.2108867901252845	0.9803593226305296	0.6629143269069986	0.6053111723909733	6	1.0	1.3515208459622932	0.40806245327793034	11	1.0	16.552959965774292	0.5295790850046801	0.3114963721520832	0.7741275110024265	9.666666666666666	1	3.7472582682974207	0.55927814513161	0.0	0.0	0.48391463608854907	0.3688856488792087	446
chr6	151451908	151452935	RMND1	ARMT1	-	+	99	divergent_classic	151452158	151452257	1.0	62.4	96.0	11	1.0	24.919803477411282	0.4869837925811688	11	1.0	10.848583742994	0.5162821849259742	11	1.0	0.2678030556698489	1.0017772372071438	11	1.0	0.28794315237737284	0.6491363587365702	0.6617515828490393	0.8710773890615183	6	1.0	2.070448315332165	0.3464414305807152	11	1.0	15.869361713007805	0.5977750223373886	0.20856691786066053	1.1150369712444548	19.333333333333332	0	3.7189673115503483	0.5636941648062912	0.0	0.0	0.4769867813346073	0.3685737003228987	447
chr1	212791524	212792005	NSL1	TATDN3	-	+	45	divergent_classic	212791782	212791827	1.0	64.2	45.0	11	1.0	36.63892231108313	0.67503723387505	11	1.0	12.516277220336969	0.49153748262315083	11	1.0	0.5266873296614271	0.7716598974858774	11	1.0	0.38922399459869966	1.1671794913293325	0.9345617852417222	0.3234968060728108	6	1.0	1.4798712325026286	0.37039852750087443	11	1.0	21.446822891986635	0.6624633577932588	0.410177419940441	0.7596251430323592	25.333333333333332	0	3.7555080272193817	0.5579904156979094	0.0	0.0	0.48415352763178854	0.36844222456870035	448
chr12	109573189	109573794	MVK	MMAB	+	-	326	divergent_overlapping	109573254	109573580	1.0	64.5	53.0	11	1.0	16.188426050197624	0.5586827947081096	9	0.8181818181818182	8.596797042267456	0.7635939054896841	11	1.0	0.2436443746189202	0.8953378340330673	11	1.0	0.3303092930789098	1.1741013022333957	1.229079721640666	0.6779183887906508	6	1.0	2.537678792940594	0.37162969596046985	11	1.0	9.52929571215861	0.4388609132829459	0.16725886035108817	1.3189846165106522	25.666666666666668	0	3.297896482638698	0.6294203642251415	0.0	0.0	0.3884376493072146	0.36829944048222096	449
chr7	42932035	42932700	PSMA2	MRPL32	-	+	190	divergent_classic	42932185	42932375	1.0	59.1	50.0	11	1.0	26.290866089339783	0.41710269738045413	11	1.0	10.816188494754519	0.5887038220769647	11	1.0	0.44537629385296945	0.8394555903725398	11	1.0	0.3182391195298859	0.8384072387234921	1.170924644039798	0.6082970455886075	6	1.0	1.5115586502863296	0.3369435427915681	11	1.0	20.639176000159594	0.683391186450072	0.2865586529226456	0.809344482596486	12.116290726817041	0	3.4952272321591735	0.5986184199822281	0.0	0.0	0.42865105908584183	0.3680426857186438	450
chr2	121736532	121737343	NIFK	TSN	-	+	191	divergent_classic	121736911	121737102	1.0	65.7	91.0	11	1.0	28.269581631350345	0.42824762864087784	10	0.9090909090909092	8.990395551503433	0.7247400990085372	11	1.0	0.46379036057684914	1.0717988964044598	11	1.0	0.4613043538357656	1.0313849446770726	1.9960532950203629	0.8978534688429071	6	1.0	1.9306153419854035	0.5595740368929998	11	1.0	18.39551480515328	0.4220389804872183	0.31851661126385455	0.7575407412948426	12.333333333333334	3	3.5211874664302347	0.5945662097185296	0.0	0.0	0.4335085204650423	0.3678790400269245	451
chr11	66001926	66002831	EIF1AD	BANF1	-	+	51	divergent_classic	66002176	66002227	1.0	65.0	86.0	11	1.0	31.415598857730966	0.4336376718961686	11	1.0	14.302310366004635	0.6281460098105811	11	1.0	0.39239538471038754	0.7865131034609472	11	1.0	0.28998805316181714	0.7639719271241294	1.7425981472051966	0.6665733185089071	6	1.0	1.5545491851481026	0.33109829374339506	11	1.0	16.853799997355363	0.469782369768308	0.2837006395277804	0.7441053060755379	8.666666666666666	1	3.847373958298907	0.5436507889858482	0.0	0.0	0.49920369485586874	0.3672214240510999	452
chr12	42237422	42238817	YAF2	PPHLN1	-	+	97	divergent_classic	42238349	42238446	1.0	62.9	136.0	11	1.0	25.435368380400917	0.6419471082064073	10	0.9090909090909092	8.934991365194815	0.6562323162254693	10	0.9090909090909092	1.592496098738147	2.6738378264734086	11	1.0	0.22542059074742068	0.48746689178874836	1.2701010171103446	0.4001141586365466	6	1.0	0.6901068468477184	0.5369688753797365	11	1.0	16.454966989915707	0.5542154089486803	0.28475774199237275	0.8950532642989754	10.962007168458783	1	3.9744736828494998	0.523811414542633	0.1002262140306065	0.14330094874930788	0.3822264691829909	0.36718279119674285	453
chr13	27620046	27622112	LNX2	POLR1D	-	+	212	divergent_classic	27620529	27620741	1.0	67.2	188.0	11	1.0	26.83821662112782	0.4758768301071428	10	0.9090909090909092	10.740092823503263	0.5261857695457435	11	1.0	0.33620099097807987	0.6318782119632542	11	1.0	0.3729734748690193	0.7268413885649255	1.063452542007015	0.8034797447422506	6	1.0	0.8045080415245206	0.3866159919430823	11	1.0	15.269705513276591	0.6257532552298157	0.2679397327533842	0.6514545154258811	17.265569538560825	2	4.1477877273118695	0.4967583093017298	0.01600690428998275	0.022886273750632003	0.538700430004778	0.3671793348473149	454
chr13	44989153	44989867	NUFIP1	GPALPP1	-	+	57	divergent_classic	44989471	44989528	1.0	65.0	64.0	11	1.0	35.48104708083253	0.45364771146116434	11	1.0	16.62845870725135	0.6877757314674503	10	0.9090909090909092	0.5361821025424987	1.0253813755287127	11	1.0	0.2534904942777404	0.9405525012418934	1.6045541774402068	0.6211653434865444	6	1.0	1.1158846434411342	0.38762858518733356	11	1.0	26.47632841101698	0.4726051235478838	0.29522767869829447	1.0315721145734955	23.08076563958917	1	3.7322259440322854	0.5616245853847448	0.0	0.0	0.4738015607580825	0.3667903023813227	455
chr18	36128956	36130273	SLC39A6	ELP2	-	+	58	divergent_classic	36129385	36129443	1.0	67.8	126.0	11	1.0	31.6257947426829	0.36291087207356304	11	1.0	15.954973091508371	0.47551686338702054	11	1.0	0.5452659660952369	0.6001619893168311	11	1.0	0.34689884546084304	0.5192372307420005	1.3511876970076784	0.6226231550539328	6	1.0	1.167591717063315	0.2680218935096499	11	1.0	26.793074592260094	0.5656625093612879	0.28306186819627943	0.9328764784243133	4.666666666666667	0	4.056916807187184	0.5109426217912153	0.0	0.0	0.5412486064659978	0.36675163065628547	456
chr12	109477326	109477833	KCTD10	UBE3B	-	+	42	divergent_classic	109477359	109477401	1.0	65.7	44.0	11	1.0	37.66576605804167	0.5113354467673353	11	1.0	30.861385299109077	0.8669025844408313	11	1.0	0.32971305438875614	1.1222659765230123	11	1.0	0.19032188396734687	0.9389556248144089	0.7420164297776527	0.4784253993982404	6	1.0	1.2799081257020932	0.2823436960596259	11	1.0	35.835479384524504	0.6085753251589266	0.15237221967042167	0.8853584492975923	26.5	0	3.939268328897862	0.5293067230645209	0.0	0.0	0.5163242554546903	0.36661996586221546	457
chr17	18038884	18040181	ATPAF2	GID4	-	+	198	divergent_classic	18039209	18039407	1.0	66.2	137.0	11	1.0	31.540366472446127	0.5612000387523906	10	0.9090909090909092	5.908009831796787	0.5749430880682985	11	1.0	0.40619653588006804	1.203816702091239	11	1.0	0.3055539993756005	0.7445261143451148	1.7988444632061271	0.618152225949628	6	1.0	1.2389338378025736	0.3403951257228985	11	1.0	14.394187536648396	0.5378466232092354	0.4361687103246777	0.6779694697772543	7.333333333333333	1	3.781665187331638	0.553907466693314	0.0	0.0	0.48351648351648346	0.36661793173227064	458
chr5	1799347	1801791	MRPL36	NDUFS6	-	+	40	divergent_classic	1801366	1801406	1.0	57.7	185.0	11	1.0	29.197597829717097	0.46005792957141634	11	1.0	10.353931721615275	0.5624875009026608	11	1.0	0.5963823986908742	0.8677106742917351	11	1.0	0.4748459762517003	0.4144714272410226	3.2520665828286113	1.476069908372411	5	0.8333333333333334	0.6757367403237473	0.4620617094912637	11	1.0	17.130540024508534	0.5061067864445005	0.42116459796579625	0.4726446888582347	18.106928532460447	1	4.470286744107442	0.4464184775326274	0.1284747833803459	0.18369005081987105	0.443064182194617	0.3665936609173974	459
chr12	6970337	6970966	PHB2	EMG1	-	+	132	divergent_classic	6970780	6970912	1.0	63.3	52.0	11	1.0	26.029824698972366	0.5388358743763378	11	1.0	11.768531922619406	0.47712332393968326	11	1.0	0.35476431770483247	0.66168234407814	11	1.0	0.24536182363316253	1.4416069315543492	1.2110949610949613	0.7659199931892469	6	1.0	1.8523604551346091	0.438719443574594	11	1.0	20.729834034847958	0.4681759923629902	0.188557941838586	0.8778065642846725	7.247482776894542	1	3.672439079882592	0.5709568950246391	0.0	0.0	0.46066252587991724	0.3665815157738308	460
chr10	97426021	97426537	RRP12	PGAM1	-	+	114	divergent_classic	97426076	97426190	1.0	72.9	70.0	11	1.0	16.87276724403366	0.5154463218781568	10	0.9090909090909092	9.25129405500611	0.5040514246472744	11	1.0	0.20569034276295184	1.327949801944224	11	1.0	0.26112597830103373	0.9077378639424717	0.88072145051636	0.6903225215530073	6	1.0	1.9354261381172293	0.6211990983602056	11	1.0	16.77510259947796	0.5206725973243587	0.2827087411626785	0.9919501177422695	20.52454780361757	1	3.763366621816279	0.5567637442683957	0.0	0.0	0.47953495779582733	0.3665659850461065	461
chr17	59892681	59893660	TUBD1	RPS6KB1	-	+	100	divergent_classic	59892945	59893045	1.0	58.3	73.0	11	1.0	30.953370735901842	0.6650565398269382	9	0.8181818181818182	8.612711213064442	0.5819411639027973	11	1.0	0.5070785728311967	0.7682167018978187	11	1.0	0.2209006854455743	1.058264087509027	1.5677167961414538	0.6007855940142302	6	1.0	1.97828793931482	0.3802246610060697	11	1.0	18.678025050504566	0.5537459075051088	0.273507802921458	0.6311102905919472	22.666666666666668	0	3.624272632379282	0.5784753392305291	0.0	0.0	0.4454530976270106	0.3650260649803148	462
chr5	217921	219013	CCDC127	SDHA	-	+	149	divergent_classic	218153	218302	1.0	74.9	131.0	11	1.0	33.27243639984931	0.581592895771007	11	1.0	10.831350500378067	0.6765178181250371	10	0.9090909090909092	0.596993774375761	1.0677161729605147	11	1.0	0.2768599528896415	0.6992322864193479	1.063785855297633	0.4326032362759273	6	1.0	1.2180540556538924	0.7794035963610253	11	1.0	22.940331290302478	0.5564715738417357	0.2531756198167064	0.8034802589956135	18.5	1	3.8166936056070235	0.5484397765879565	0.0	0.0	0.4853479853479853	0.3649803062395782	463
chr4	499050	499590	ZNF721	PIGG	-	+	53	divergent_classic	499156	499209	1.0	68.5	69.0	11	1.0	40.26165423084188	0.5693821459808733	11	1.0	15.795069680410602	0.6546026644793213	11	1.0	0.5534812067569507	0.7572196671960765	11	1.0	0.40030102008571133	0.5264160893205578	1.0414547439744892	0.6310830467924649	6	1.0	1.0484063464281532	0.5269643020244397	11	1.0	28.72157967053296	0.5702085408139282	0.2676491697039769	1.061988887055129	24.917592592592595	0	3.7789940395442048	0.5543244141047694	0.0	0.0	0.4753145405319319	0.3643241278014874	464
chr5	36151395	36152277	LMBRD2	SKP2	-	+	101	divergent_classic	36151887	36151988	1.0	64.4	85.0	11	1.0	31.634947786406315	0.5337744827566892	9	0.8181818181818182	7.215798126959737	0.6543131087818912	11	1.0	0.46587905917025624	0.7654791322594755	11	1.0	0.4248734437482048	0.7311969398998621	0.985114237499248	0.3819894093637385	6	1.0	1.1441385764807084	0.23803984763637845	11	1.0	14.764373083414727	0.45540417135718597	0.3202965260634802	1.0149145090942775	10.166666666666666	0	3.7268198127953416	0.562468444506219	0.0	0.0	0.4632107023411371	0.36395058850482875	465
chr10	100986776	100987744	TWNK	MRPL43	+	-	149	divergent_overlapping	100987366	100987515	1.0	65.7	96.0	11	1.0	36.35783964959766	0.37390861940273046	10	0.9090909090909092	8.633138159640469	0.9101412063894361	10	0.9090909090909092	0.6864843809307078	0.871382746434417	11	1.0	0.4660834702615027	0.815140639333845	3.284249141880915	0.5435298586846724	6	1.0	0.6262484729195469	0.6029934485912679	11	1.0	19.511687615410185	0.48166584045718874	0.5570294667263002	0.6259513028063423	12.75103305785124	1	3.613247453796139	0.5801962921829269	0.0	0.0	0.43820672081541645	0.36354053311779566	466
chr9	129110345	129111627	PTPA	CRAT	+	-	240	divergent_overlapping	129110949	129111189	1.0	68.8	135.0	11	1.0	25.859219895238436	0.28444762384364647	11	1.0	14.462559053068203	0.7110534205375206	10	0.9090909090909092	0.7958977642907361	1.0480740609930774	11	1.0	0.4680816152150062	0.8274789707639091	1.9922169654014223	1.315181376070201	6	1.0	1.408122664210004	0.602780482389748	11	1.0	18.5881273662702	0.526920037494293	0.2791554398426576	0.729243520015578	23.080083203328133	1	3.604538847659961	0.5815556444445075	0.0	0.0	0.4362159579550884	0.3634870451643295	467
chr7	98251820	98252594	TECPR1	BRI3	-	+	146	divergent_classic	98252232	98252378	1.0	71.6	81.0	11	1.0	43.54469508840471	0.7071501076516972	10	0.9090909090909092	7.501641318258894	0.6574357002576044	10	0.9090909090909092	0.6416592690942875	1.1515006775956222	11	1.0	0.3418427941164845	0.7918076498172416	1.5296912979260668	0.6571092883343523	6	1.0	1.4606715013938767	0.7815313601475173	11	1.0	14.452838853150205	0.5701393931377721	0.349078077849453	0.6190845257584848	22.68712316968131	1	3.6273856442530517	0.5779894199381919	0.0	0.0	0.43948080904602643	0.36304001068908465	468
chr1	161117932	161118322	PFDN2	NIT1	-	+	30	divergent_classic	161118055	161118085	1.0	68.7	44.0	11	1.0	30.83483679518	0.5144001450119207	11	1.0	16.12119023718108	0.8842936524302394	11	1.0	0.388282622895388	0.7487546018738968	11	1.0	0.3292517624683339	1.2137181030487414	1.0625767217587785	0.577630179832137	6	1.0	1.367198438310262	0.56058107305126	11	1.0	18.158439668484423	0.5377031347775654	0.36352588970969607	0.7016643991938892	15.5	2	3.8481627860298517	0.5435276585165987	0.0	0.0	0.4854276158623984	0.363039348165359	469
chrX	13734322	13735217	TRAPPC2	OFD1	-	+	107	divergent_classic	13734635	13734742	1.0	63.8	77.0	11	1.0	29.86145862853421	0.43677932424042537	11	1.0	16.065714910126097	0.6364307693309442	11	1.0	0.4599871639969418	0.815714471601622	11	1.0	0.3727515424125999	0.5886233000716035	1.3123858438077651	0.5932838913075332	6	1.0	1.0739237349246467	0.39681306403959543	11	1.0	26.857401153263137	0.7828776768862141	0.20761437422758303	1.2683226795820965	19.699627560521417	0	3.64132330735142	0.5758138486059199	0.0	0.0	0.4416308329351808	0.3628147893229222	470
chr12	122526714	122527245	RSRC2	KNTC1	-	+	245	divergent_classic	122527000	122527245	0.9491525423728814	56.5	44.0	11	1.0	16.300561421293242	0.2794156366663733	11	1.0	29.346193284126684	0.5585243801231831	11	1.0	0.3749069328382394	1.0585774326277142	11	1.0	0.28086001624496154	1.5586592102167263	0.9613503953391594	0.6444990023967684	6	1.0	2.9674486650411978	0.4543827580243536	11	1.0	36.47541598790272	0.5786561026461544	0.1371012430085117	0.855811405257432	10.833333333333334	0	3.6795628452491083	0.5698449252776419	0.0	0.0	0.4494346233476668	0.3627683571153568	471
chr7	32495283	32495928	LSM5	AVL9	-	+	142	divergent_classic	32495283	32495425	0.6992248062015504	71.8	49.0	11	1.0	28.775269183332934	0.5868263653241005	11	1.0	20.25546542089997	0.765732257685369	11	1.0	0.32038069302868555	1.4049908119659569	11	1.0	0.35599860285288687	0.8828165592303125	0.9859784141278798	0.6527183406534566	6	1.0	1.3735086972327868	0.4455757349381713	11	1.0	26.19488060368773	0.6421140206828359	0.28200874088036987	0.8604543791934645	19.610852713178293	0	3.639359200208708	0.5761204319379345	0.0	0.0	0.43924191750278707	0.3622207480260099	472
chr12	113184956	113186126	DDX54	RITA1	-	+	46	divergent_classic	113185479	113185525	1.0	66.7	115.0	11	1.0	35.67837891727523	0.5662551180261985	11	1.0	18.003787639915217	0.6349748205625446	11	1.0	0.49639669867941444	0.8366362636776683	11	1.0	0.325367123924702	0.8350115581435646	1.3618888102923128	0.2605032509872443	6	1.0	0.9268610587679516	0.3556488733788288	11	1.0	32.137176460067835	0.5353608452095705	0.30314284647939194	1.0667411377735407	27.244017094017096	0	3.936852637769576	0.5296837954854303	0.0	0.0	0.5003981525720655	0.3619929639657918	473
chr11	96389372	96390423	CCDC82	JRKL	-	+	32	divergent_classic	96389956	96389988	1.0	61.1	75.0	11	1.0	33.75152646805674	0.4412323414726033	11	1.0	15.283353676176102	0.5144761213360235	11	1.0	0.46509478297930423	0.5855911378351512	11	1.0	0.3924378434052317	0.6072350187642842	2.1044719632884914	0.5800157382580701	6	1.0	1.1080926693864432	0.4019097429215405	11	1.0	20.619741137093037	0.6213524666735364	0.34537276866103267	0.7325012546978266		1	3.7942419015666644	0.5519443299213325	0.0	0.0	0.4697404045230132	0.36169985332543697	474
chr2	101252561	101253540	TBC1D8	CNOT11	-	+	19	divergent_classic	101252866	101252885	1.0	66.9	109.0	11	1.0	36.35756419697613	0.6192717642109289	11	1.0	12.97142764685147	0.48950938957814233	10	0.9090909090909092	0.6613291319767207	1.2940102116204897	11	1.0	0.3763534275635388	0.6575813315232655	1.2933138390819643	0.8551944777768834	6	1.0	1.2785087982522754	0.38832079365681216	11	1.0	26.120496001366362	0.6367654925665795	0.3595528949729117	0.8750376541530501	21.67364657814096	2	3.932053356466458	0.5304329295938444	0.012401526270961916	0.017731393904848215	0.4784201305940436	0.3610186291872053	475
